ticker,cap_group,end_date,year,Revenues,RevenueFromContractWithCustomerExcludingAssessedTax,SalesRevenueNet,CostOfRevenue,CostOfGoodsAndServicesSold,GrossProfit,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,OperatingExpenses,OperatingIncomeLoss,InterestExpense,InterestAndDebtExpense,NonoperatingIncomeExpense,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,NetIncomeLoss,NetIncomeLossAvailableToCommonStockholdersBasic,EarningsPerShareBasic,EarningsPerShareDiluted,WeightedAverageNumberOfSharesOutstandingBasic,WeightedAverageNumberOfDilutedSharesOutstanding,DepreciationAndAmortization,DepreciationDepletionAndAmortization,AmortizationOfIntangibleAssets,ShareBasedCompensation,Assets,AssetsCurrent,AssetsNoncurrent,CashAndCashEquivalentsAtCarryingValue,CashCashEquivalentsAndShortTermInvestments,ShortTermInvestments,AvailableForSaleSecuritiesCurrent,AccountsReceivableNetCurrent,InventoryNet,PrepaidExpenseAndOtherAssetsCurrent,PropertyPlantAndEquipmentNet,Goodwill,IntangibleAssetsNetExcludingGoodwill,LongTermInvestments,OtherAssetsNoncurrent,Liabilities,LiabilitiesCurrent,LiabilitiesNoncurrent,AccountsPayableCurrent,AccruedLiabilitiesCurrent,DeferredRevenueCurrent,ShortTermBorrowings,LongTermDebt,LongTermDebtCurrent,LongTermDebtNoncurrent,DeferredTaxLiabilitiesNoncurrent,OtherLiabilitiesNoncurrent,StockholdersEquity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,CommonStocksIncludingAdditionalPaidInCapital,AdditionalPaidInCapital,RetainedEarningsAccumulatedDeficit,AccumulatedOtherComprehensiveIncomeLossNetOfTax,TreasuryStockValue,CommonStockSharesOutstanding,CommonStockSharesIssued,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,PaymentsToAcquirePropertyPlantAndEquipment,PaymentsToAcquireBusinessesNetOfCashAcquired,PaymentsToAcquireInvestments,ProceedsFromSaleAndMaturityOfMarketableSecurities,PaymentsForRepurchaseOfCommonStock,PaymentsOfDividends,ProceedsFromIssuanceOfLongTermDebt,RepaymentsOfLongTermDebt,ProceedsFromRepaymentsOfShortTermDebt,CashAndCashEquivalentsPeriodIncreaseDecrease,EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents
CRM,large_cap,2016-01-31,2016,1809398000.0,,,,,1365719000.0,,,,20560000.0,,,,,,-25509000.0,,-0.04,-0.04,,,,,,,12762920000.0,4347327000.0,,1158363000.0,,,183018000.0,2496165000.0,,250594000.0,1715828000.0,3849937000.0,,,370910000.0,7760051000.0,5617005000.0,,71481000.0,,4267667000.0,,,,,,833065000.0,5002869000.0,,,,-653271000.0,-49917000.0,,670929000.0,670929000.0,,,,,,,,,,,,,,,,,
CRM,large_cap,2016-04-30,2016,1916603000.0,,,,,1419622000.0,260970000.0,,1367636000.0,51986000.0,22011000.0,,,,-1604000.0,38759000.0,,0.06,0.06,688000000.0,700000000.0,132772000.0,,,188919000.0,12817270000.0,3774672000.0,,1799083000.0,,,232109000.0,1192965000.0,,306625000.0,1711472000.0,4129656000.0,,,409185000.0,7233006000.0,5085103000.0,,54583000.0,,3991906000.0,,,,,,839725000.0,5584264000.0,,,,-605783000.0,-28577000.0,,,,1051062000.0,,-450278000.0,,39173000.0,,83301000.0,1799000.0,,,,,,,,640720000.0,
CRM,large_cap,2016-07-31,2016,2036618000.0,,,,,1511039000.0,552476000.0,,2846124000.0,32551000.0,42719000.0,,,,-206943000.0,229622000.0,,0.34,0.33,678929000.0,691714000.0,282133000.0,,,371229000.0,14381314000.0,3277999000.0,,1115226000.0,,,59057000.0,1323114000.0,,543852000.0,1728243000.0,6029895000.0,,,1455797000.0,8248738000.0,5376096000.0,,101404000.0,,3808200000.0,,,,,,1060352000.0,6132576000.0,,,,-376161000.0,-11215000.0,,,,1301740000.0,,-1992710000.0,,655806000.0,,179331000.0,2799993000.0,,,,,,,,-43137000.0,
CRM,large_cap,2016-10-31,2016,2144775000.0,,,,,1559253000.0,863935000.0,,4402341000.0,3036000.0,64665000.0,,,,-182220000.0,-37309000.0,,-0.05,-0.05,683075000.0,696257000.0,451479000.0,,,575980000.0,14387669000.0,3001554000.0,,1145736000.0,,,55071000.0,1281425000.0,,281593000.0,1756673000.0,6616999000.0,,,1100436000.0,7581632000.0,4975534000.0,,140541000.0,,3478693000.0,,,,,,785287000.0,6806037000.0,,,,-413470000.0,-62943000.0,,,,1456052000.0,,-2186494000.0,,737655000.0,,319984000.0,2832110000.0,,,,,,,,-12627000.0,
CRM,large_cap,2017-01-31,2017,2293988000.0,,,,,1668031000.0,,,,-23345000.0,,,,,,-51440000.0,,-0.07,-0.07,,,,,,,17584923000.0,5996827000.0,,1607000000.0,,,,3196643000.0,,279527000.0,1787534000.0,7263846000.0,1113374000.0,,486869000.0,10084796000.0,7295466000.0,,115257000.0,,5542802000.0,,,,,,780939000.0,8230000000.0,,,,-464910000.0,-75841000.0,,,,,,,,,,,,,,,,,,,,
CRM,large_cap,2017-04-30,2017,,2397000000.0,,,,1746000000.0,376000000.0,,1742000000.0,4000000.0,22000000.0,,,,-11000000.0,1000000.0,,0.0,0.0,706000000.0,722000000.0,185000000.0,,74680000.0,252000000.0,17058930000.0,5404491000.0,,2025000000.0,,,,1439875000.0,,447647000.0,1846413000.0,7290025000.0,1041384000.0,,475234000.0,9124442000.0,7625863000.0,,128065000.0,,5042652000.0,,,,,,802734000.0,7934488000.0,,,,-474117000.0,9513000.0,,,,1230000000.0,,-768000000.0,,-49000000.0,,157000000.0,20000000.0,,,,,,,,418000000.0,
CRM,large_cap,2017-07-31,2017,,2577000000.0,,,1321000000.0,1907000000.0,763000000.0,,3565000000.0,84000000.0,44000000.0,,,,6000000.0,46000000.0,,0.06,0.06,709000000.0,726000000.0,377000000.0,,149177000.0,508000000.0,17418803000.0,5811341000.0,,1949000000.0,,,,1569322000.0,,438246000.0,1866576000.0,7294381000.0,965887000.0,,457996000.0,8950266000.0,7526185000.0,,148279000.0,,4818634000.0,,,,,,727882000.0,9219000000.0,,,,-456381000.0,17535000.0,,,,1561000000.0,,-1292000000.0,,68000000.0,,285000000.0,20000000.0,,,,,,,,342000000.0,
CRM,large_cap,2017-10-31,2017,,2701000000.0,,,2035000000.0,1987000000.0,1157000000.0,,5397000000.0,155000000.0,65000000.0,,,,45000000.0,107000000.0,,0.15,0.14,712000000.0,730000000.0,565000000.0,,219296000.0,759000000.0,17490036000.0,5946170000.0,,2072000000.0,,,,1519916000.0,,469946000.0,1864891000.0,7294141000.0,895768000.0,,424888000.0,8649869000.0,7216444000.0,,120019000.0,,4392082000.0,,,,,,736870000.0,9662000000.0,,,,-404987000.0,3554000.0,,,,1686000000.0,,-1427000000.0,,202000000.0,,396000000.0,20000000.0,,,,,,,,465000000.0,
CRM,large_cap,2018-01-31,2018,,2865000000.0,,,,2127000000.0,,,,211000000.0,,,,,,206000000.0,,0.28,0.28,,,,,,,21984000000.0,9584000000.0,,2543000000.0,,,,3921000000.0,,471000000.0,1947000000.0,7314000000.0,827000000.0,,384000000.0,11608000000.0,10067000000.0,,76000000.0,,,,,1025000000.0,695000000.0,,846000000.0,10376000000.0,,,,635000000.0,-12000000.0,,,,,,,,,,,,,,,,,,,,
CRM,large_cap,2018-04-30,2018,,3006000000.0,,,767000000.0,2239000000.0,424000000.0,,2048000000.0,191000000.0,34000000.0,,,,41000000.0,344000000.0,,0.47,0.46,729000000.0,754000000.0,197000000.0,,,252000000.0,22963000000.0,10151000000.0,,5922000000.0,,,,1763000000.0,,562000000.0,1950000000.0,7444000000.0,815000000.0,,392000000.0,11903000000.0,7895000000.0,,134000000.0,,,,3200000000.0,3000000.0,3172000000.0,,836000000.0,11060000000.0,,,,969000000.0,-33000000.0,,,,1466000000.0,,276000000.0,,1625000000.0,,122000000.0,182000000.0,,,,,,,,3379000000.0,12000000.0
CRM,large_cap,2018-07-31,2018,,3281000000.0,,,1616000000.0,2432000000.0,887000000.0,,4365000000.0,115000000.0,73000000.0,,,,-27000000.0,299000000.0,,0.4,0.39,737000000.0,763000000.0,450000000.0,,,603000000.0,25823000000.0,6802000000.0,,2319000000.0,,,,1980000000.0,,726000000.0,1986000000.0,12254000000.0,1976000000.0,,459000000.0,12295000000.0,8469000000.0,,201000000.0,,,,3700000000.0,503000000.0,3173000000.0,,653000000.0,13527000000.0,,,,1269000000.0,-50000000.0,,,,1924000000.0,,-4385000000.0,,2214000000.0,,292000000.0,4985000000.0,,,,,,,,-224000000.0,23000000.0
CRM,large_cap,2018-10-31,2018,,3392000000.0,,,2505000000.0,2503000000.0,1368000000.0,,6776000000.0,92000000.0,113000000.0,,,,-4000000.0,105000000.0,,0.14,0.13,746000000.0,772000000.0,707000000.0,,,954000000.0,26588000000.0,6870000000.0,,2105000000.0,,,,2037000000.0,,700000000.0,1998000000.0,12848000000.0,2053000000.0,,436000000.0,11895000000.0,8022000000.0,,160000000.0,,,,3699000000.0,503000000.0,3173000000.0,,700000000.0,14693000000.0,,,,1373000000.0,-74000000.0,,,,2067000000.0,,-4930000000.0,,2396000000.0,,428000000.0,5115000000.0,,,,,,,,-438000000.0,29000000.0
CRM,large_cap,2019-01-31,2019,,3603000000.0,,,,2657000000.0,,,,137000000.0,,,,,,362000000.0,,0.47,0.46,,,,,,,30737000000.0,10683000000.0,,2669000000.0,,,,4924000000.0,,629000000.0,2051000000.0,12851000000.0,1923000000.0,,695000000.0,15132000000.0,11255000000.0,,,,,,,3000000.0,3173000000.0,,704000000.0,15605000000.0,,,,1735000000.0,-58000000.0,,,,,,,,,,,,,,,,,,,,
CRM,large_cap,2019-04-30,2019,,3737000000.0,,,914000000.0,2823000000.0,554000000.0,,2613000000.0,210000000.0,,,,,90000000.0,392000000.0,,0.51,0.49,771000000.0,793000000.0,437000000.0,,,343000000.0,33154000000.0,10035000000.0,,4110000000.0,,,,2153000000.0,,717000000.0,2243000000.0,12854000000.0,1794000000.0,,677000000.0,16708000000.0,10488000000.0,,,,,,3197000000.0,4000000.0,3173000000.0,,664000000.0,16446000000.0,,,,2127000000.0,-65000000.0,,,,1965000000.0,,-726000000.0,,207000000.0,,159000000.0,10000000.0,,,,,,,,,-5000000.0
CRM,large_cap,2019-07-31,2019,,7734000000.0,,,1881000000.0,5853000000.0,1161000000.0,,5585000000.0,268000000.0,,,,,163000000.0,91000000.0,,0.62,0.61,774000000.0,795000000.0,894000000.0,,,731000000.0,33336000000.0,9903000000.0,,3510000000.0,,,,2332000000.0,,743000000.0,2283000000.0,13199000000.0,1725000000.0,,603000000.0,16170000000.0,10195000000.0,,,,,,2996000000.0,4000000.0,2973000000.0,,661000000.0,17166000000.0,,,,2218000000.0,-77000000.0,,,,2401000000.0,,-1578000000.0,,24000000.0,,337000000.0,433000000.0,,,,,,,,,-6000000.0
CRM,large_cap,2019-10-31,2019,,12247000000.0,,,3015000000.0,9232000000.0,1935000000.0,,8899000000.0,333000000.0,,,,,336000000.0,374000000.0,,0.46,0.45,809000000.0,829000000.0,1502000000.0,,,1274000000.0,49942000000.0,11026000000.0,,3868000000.0,,,,2573000000.0,,1111000000.0,2365000000.0,25022000000.0,4987000000.0,,529000000.0,16663000000.0,10474000000.0,,,,,,2845000000.0,3000000.0,2824000000.0,,830000000.0,33279000000.0,,,,2109000000.0,-74000000.0,,,,2699000000.0,,-1515000000.0,,39000000.0,,507000000.0,339000000.0,,,,,,,,,-24000000.0
CRM,large_cap,2020-01-31,2020,,4851000000.0,,,,3631000000.0,,,,-36000000.0,,,,,,-248000000.0,,-0.28,-0.28,,,,,,,55126000000.0,15963000000.0,,4145000000.0,,,,6174000000.0,,916000000.0,2375000000.0,25134000000.0,4724000000.0,,579000000.0,21241000000.0,14845000000.0,,,,,,,4000000.0,2673000000.0,,1278000000.0,33885000000.0,,,,1861000000.0,-93000000.0,,,,,,,,,,,,,,,,,,,,
CRM,large_cap,2020-04-30,2020,,4865000000.0,,,1254000000.0,3611000000.0,859000000.0,,3751000000.0,-140000000.0,,,,,-52000000.0,99000000.0,,0.11,0.11,896000000.0,913000000.0,658000000.0,,,504000000.0,53623000000.0,14713000000.0,,5772000000.0,,,,3076000000.0,,954000000.0,2518000000.0,25266000000.0,4488000000.0,,582000000.0,19058000000.0,12843000000.0,,,,,,2693000000.0,4000000.0,2673000000.0,,1120000000.0,34565000000.0,,,,1960000000.0,-135000000.0,,,,1859000000.0,,-437000000.0,,209000000.0,,323000000.0,103000000.0,,,,,,,,,-4000000.0
CRM,large_cap,2020-07-31,2020,,10016000000.0,,,2565000000.0,7451000000.0,1757000000.0,,7413000000.0,38000000.0,,,,,-1838000000.0,2625000000.0,,3.02,2.96,901000000.0,919000000.0,1307000000.0,,,1082000000.0,57780000000.0,14846000000.0,,4052000000.0,,,,3445000000.0,,1170000000.0,2528000000.0,26301000000.0,4676000000.0,,2580000000.0,19340000000.0,12963000000.0,,,,,,2692000000.0,3000000.0,2673000000.0,,1297000000.0,38440000000.0,,,,4585000000.0,-68000000.0,,,,2288000000.0,,-3030000000.0,,650000000.0,,437000000.0,1257000000.0,,,,,,,,,-1000000.0
CRM,large_cap,2020-10-31,2020,,15435000000.0,,,3959000000.0,11476000000.0,2659000000.0,,11214000000.0,262000000.0,,,,2136000000.0,-1669000000.0,3805000000.0,,4.2,4.11,905000000.0,926000000.0,1977000000.0,,,1648000000.0,59136000000.0,14946000000.0,,3724000000.0,,,,3316000000.0,,1121000000.0,2564000000.0,26313000000.0,4398000000.0,,2564000000.0,18826000000.0,12234000000.0,,,,,,2691000000.0,4000000.0,2672000000.0,,1517000000.0,40310000000.0,,,,5666000000.0,-84000000.0,,,,2627000000.0,,-4065000000.0,,1018000000.0,,561000000.0,1281000000.0,,,,,,,,,-1000000.0
CRM,large_cap,2021-01-31,2021,,,,,,,,,,,,,,,,,,,,,,,,,,66301000000.0,21889000000.0,,6195000000.0,,,,7786000000.0,,991000000.0,2459000000.0,26318000000.0,4114000000.0,,2693000000.0,24808000000.0,17728000000.0,,,,,,2677000000.0,4000000.0,2673000000.0,,1565000000.0,41493000000.0,,,,5933000000.0,-42000000.0,,,,,,,,,,,,,,,,,,,,
CRM,large_cap,2021-04-30,2021,,5963000000.0,,,1555000000.0,4408000000.0,951000000.0,,4054000000.0,354000000.0,,,,604000000.0,135000000.0,469000000.0,,0.51,0.5,921000000.0,940000000.0,685000000.0,,,564000000.0,64885000000.0,20444000000.0,,8544000000.0,,,,3174000000.0,,1081000000.0,2490000000.0,26640000000.0,3925000000.0,,2641000000.0,22318000000.0,15323000000.0,,,,,,2689000000.0,4000000.0,2672000000.0,,1589000000.0,42567000000.0,,,,6402000000.0,-68000000.0,,,,3228000000.0,,-1047000000.0,,165000000.0,,171000000.0,425000000.0,,,,,,,,,3000000.0
CRM,large_cap,2021-07-31,2021,,12303000000.0,,,3168000000.0,9135000000.0,1971000000.0,,8449000000.0,686000000.0,,,,1430000000.0,426000000.0,535000000.0,,1.08,1.06,927000000.0,945000000.0,1404000000.0,,,1204000000.0,88658000000.0,16256000000.0,,6299000000.0,,,,4074000000.0,,1321000000.0,2711000000.0,48103000000.0,9746000000.0,,2794000000.0,33138000000.0,17393000000.0,,,,,,11931000000.0,1342000000.0,10589000000.0,,2278000000.0,55520000000.0,,,,6937000000.0,-84000000.0,,,,3614000000.0,,-12101000000.0,,8605000000.0,,384000000.0,14781000000.0,,,,,,,,,-14000000.0
CRM,large_cap,2021-10-31,2021,,19166000000.0,,,5012000000.0,14154000000.0,3174000000.0,,13430000000.0,724000000.0,,,,1729000000.0,257000000.0,1472000000.0,,1.56,1.53,945000000.0,964000000.0,2367000000.0,,,2016000000.0,87436000000.0,15957000000.0,,4753000000.0,,,,4019000000.0,,1305000000.0,2768000000.0,47951000000.0,9472000000.0,,2525000000.0,30382000000.0,15035000000.0,,,,,,10611000000.0,20000000.0,10591000000.0,,2034000000.0,57054000000.0,,,,7405000000.0,-122000000.0,,,,4018000000.0,,-13077000000.0,,7635000000.0,,550000000.0,14816000000.0,,,0.0,,,,,,-18000000.0
CRM,large_cap,2022-01-31,2022,,,,,,,,,,,,,,,,,,,,,,,,,,95209000000.0,22850000000.0,,5464000000.0,,,,9739000000.0,,1120000000.0,,47937000000.0,8978000000.0,,2623000000.0,37078000000.0,21788000000.0,,,,,,10596000000.0,4000000.0,10592000000.0,,1995000000.0,58131000000.0,,,,7377000000.0,-166000000.0,,,,,,,,,,,,,,,,,,,,
CRM,large_cap,2022-04-30,2022,,7411000000.0,,,2045000000.0,5366000000.0,1318000000.0,,5346000000.0,20000000.0,,,,-29000000.0,-57000000.0,28000000.0,,0.03,0.03,991000000.0,1001000000.0,906000000.0,,,776000000.0,93022000000.0,20411000000.0,,6859000000.0,,,,3952000000.0,,1478000000.0,,48319000000.0,8559000000.0,,2693000000.0,34146000000.0,19899000000.0,,,,,,10597000000.0,1002000000.0,9595000000.0,,1922000000.0,58876000000.0,,,,7405000000.0,-310000000.0,,,,3676000000.0,,-2457000000.0,,201000000.0,,179000000.0,414000000.0,,,0.0,,,,,,-25000000.0
CRM,large_cap,2022-07-31,2022,,15131000000.0,,,4172000000.0,10959000000.0,2647000000.0,,10746000000.0,213000000.0,,,,152000000.0,56000000.0,68000000.0,,0.1,0.1,994000000.0,1001000000.0,1813000000.0,,,1627000000.0,94148000000.0,21246000000.0,,6931000000.0,,,,4745000000.0,,1437000000.0,,48568000000.0,8072000000.0,,2669000000.0,34050000000.0,20080000000.0,,,,,,10599000000.0,1183000000.0,9416000000.0,,1974000000.0,60098000000.0,,,,7473000000.0,-355000000.0,,,,4010000000.0,,-2834000000.0,,337000000.0,,382000000.0,439000000.0,,,0.0,,,,,,-46000000.0
CRM,large_cap,2022-10-31,2022,,22968000000.0,,,6260000000.0,16708000000.0,3927000000.0,,16035000000.0,673000000.0,,,,627000000.0,321000000.0,306000000.0,,0.31,0.31,995000000.0,1001000000.0,2754000000.0,,,2470000000.0,91884000000.0,19209000000.0,,6076000000.0,,,,4275000000.0,,1467000000.0,,48555000000.0,7598000000.0,,2679000000.0,32533000000.0,18227000000.0,,,,,,10600000000.0,1182000000.0,9418000000.0,,2057000000.0,59351000000.0,,,,7683000000.0,-481000000.0,,,,4323000000.0,,-2301000000.0,,-1341000000.0,,580000000.0,439000000.0,,,1677000000.0,,,,,,-69000000.0
CRM,large_cap,2023-01-31,2023,,,,,,,,,,,,,,,,,,,,,,,,,,98849000000.0,26395000000.0,,7016000000.0,,,,10755000000.0,,1356000000.0,,48568000000.0,7125000000.0,,2800000000.0,40490000000.0,25891000000.0,,,,,,10601000000.0,1182000000.0,9419000000.0,,2283000000.0,58359000000.0,,,,7585000000.0,-274000000.0,,,,,,,,,,,,,,,,,,,,
CRM,large_cap,2023-04-30,2023,,8247000000.0,,,2125000000.0,6122000000.0,1207000000.0,,5710000000.0,412000000.0,,,,326000000.0,127000000.0,199000000.0,,0.2,0.2,980000000.0,988000000.0,1254000000.0,,,696000000.0,93541000000.0,21981000000.0,,9155000000.0,,,,4632000000.0,,1600000000.0,,48567000000.0,6654000000.0,,2859000000.0,36129000000.0,21626000000.0,,,,,,9602000000.0,181000000.0,9421000000.0,,2202000000.0,57412000000.0,,,,7784000000.0,-255000000.0,,,,4491000000.0,,347000000.0,,-2716000000.0,,243000000.0,0.0,,,2054000000.0,0.0,,,,,17000000.0
CRM,large_cap,2023-07-31,2023,,16850000000.0,,,4238000000.0,12612000000.0,2427000000.0,,10724000000.0,1888000000.0,,,,1818000000.0,352000000.0,1267000000.0,,1.5,1.49,977000000.0,987000000.0,2144000000.0,,,1420000000.0,92447000000.0,21138000000.0,,6772000000.0,,,,5400000000.0,,1560000000.0,,48566000000.0,6182000000.0,,2980000000.0,34365000000.0,20805000000.0,,,,,,9423000000.0,999000000.0,8424000000.0,,2269000000.0,58082000000.0,,,,9051000000.0,-258000000.0,,,,5299000000.0,,-805000000.0,,-4766000000.0,,423000000.0,0.0,,,4003000000.0,0.0,,,,,28000000.0
CRM,large_cap,2023-10-31,2023,,25570000000.0,,,6393000000.0,19177000000.0,3631000000.0,,15788000000.0,3389000000.0,,,,3305000000.0,615000000.0,2690000000.0,,2.76,2.73,976000000.0,985000000.0,3006000000.0,,,2113000000.0,91022000000.0,20202000000.0,,6453000000.0,,,,4850000000.0,,1732000000.0,,48614000000.0,5737000000.0,,3176000000.0,32932000000.0,19394000000.0,,,,,,9425000000.0,999000000.0,8426000000.0,,2348000000.0,58090000000.0,,,,10275000000.0,-331000000.0,,,,6831000000.0,,-859000000.0,,-6531000000.0,,589000000.0,82000000.0,,,5928000000.0,0.0,,,,,-4000000.0
CRM,large_cap,2024-01-31,2024,,,,,,,,,,,,,,,,,,,,,,,,,,99823000000.0,29074000000.0,,8472000000.0,,,,11414000000.0,,1561000000.0,,48620000000.0,5278000000.0,,3433000000.0,40177000000.0,26631000000.0,,,,,,9426000000.0,999000000.0,8427000000.0,,2475000000.0,59646000000.0,,,,11721000000.0,-225000000.0,,,,,,,,,,,,,,,,,,,,
CRM,large_cap,2024-04-30,2024,,9133000000.0,,,2162000000.0,6971000000.0,1368000000.0,,5262000000.0,1709000000.0,,,,1867000000.0,334000000.0,1533000000.0,,1.58,1.56,970000000.0,985000000.0,879000000.0,,,750000000.0,96180000000.0,25604000000.0,,9958000000.0,,,,4273000000.0,,1796000000.0,,48940000000.0,4869000000.0,,3742000000.0,36497000000.0,23149000000.0,,,,,,9429000000.0,1000000000.0,8429000000.0,,2400000000.0,59683000000.0,,,,12866000000.0,-270000000.0,,,,6247000000.0,,-2651000000.0,,-2108000000.0,,163000000.0,338000000.0,,,2133000000.0,388000000.0,,,,,-2000000.0
CRM,large_cap,2024-07-31,2024,,18458000000.0,,,4321000000.0,14137000000.0,2717000000.0,,10645000000.0,3492000000.0,,,,3704000000.0,742000000.0,1429000000.0,,3.06,3.03,967000000.0,979000000.0,1786000000.0,,,1560000000.0,92180000000.0,21862000000.0,,7682000000.0,,,,5391000000.0,,1984000000.0,,48941000000.0,4415000000.0,,4034000000.0,34547000000.0,21001000000.0,,,,,,8430000000.0,0.0,8430000000.0,,2712000000.0,57633000000.0,,,,13907000000.0,-236000000.0,,,,7139000000.0,,-10000000.0,,-7910000000.0,,300000000.0,338000000.0,,,6468000000.0,772000000.0,,,,,-9000000.0
CRM,large_cap,2024-10-31,2024,,27902000000.0,,,6426000000.0,21476000000.0,4073000000.0,,16091000000.0,5385000000.0,,,,5450000000.0,961000000.0,4489000000.0,,4.66,4.6,963000000.0,975000000.0,2600000000.0,,,2380000000.0,91395000000.0,21425000000.0,,7997000000.0,,,,4741000000.0,,2091000000.0,,49093000000.0,4119000000.0,,4209000000.0,32870000000.0,19375000000.0,,,,,,8432000000.0,0.0,8432000000.0,,2643000000.0,58525000000.0,,,,15049000000.0,-225000000.0,,,,9122000000.0,,-227000000.0,,-9356000000.0,,504000000.0,517000000.0,,,7753000000.0,1154000000.0,,,,,-14000000.0
CSCO,large_cap,2010-01-23,2010,,,9815000000.0,6616000000.0,,6332000000.0,,,7726000000.0,4494000000.0,272000000.0,,100000000.0,,954000000.0,1853000000.0,,0.32,0.32,5754000000.0,5866000000.0,,,243000000.0,692000000.0,76403000000.0,50139000000.0,,4710000000.0,,34928000000.0,,4237000000.0,1215000000.0,,3958000000.0,14423000000.0,2661000000.0,,5222000000.0,34871000000.0,14405000000.0,,750000000.0,,6751000000.0,,,,15194000000.0,,425000000.0,41512000000.0,41532000000.0,,,5086000000.0,739000000.0,,5734000000.0,5734000000.0,3974000000.0,,-8185000000.0,,3203000000.0,,408000000.0,2308000000.0,23020000000.0,,3244000000.0,,4944000000.0,,,-1008000000.0,
CSCO,large_cap,2010-05-01,2010,,,10368000000.0,10354000000.0,,6630000000.0,,,12011000000.0,6839000000.0,454000000.0,,158000000.0,,1165000000.0,2192000000.0,,0.38,0.37,5746000000.0,5869000000.0,,,360000000.0,1126000000.0,79292000000.0,49758000000.0,,3961000000.0,,35145000000.0,,4078000000.0,1250000000.0,,3994000000.0,16668000000.0,3448000000.0,,5424000000.0,35440000000.0,18439000000.0,,902000000.0,,7154000000.0,,,,12119000000.0,,679000000.0,43830000000.0,43852000000.0,,,5570000000.0,676000000.0,,5722000000.0,5722000000.0,6941000000.0,,-11233000000.0,,2535000000.0,,699000000.0,4950000000.0,35263000000.0,,5440000000.0,,4944000000.0,0.0,62000000.0,-1757000000.0,
CSCO,large_cap,2010-07-31,2010,,,10836000000.0,,,6793000000.0,,,,,,,,,,1935000000.0,,0.34,0.33,,,,,,,81130000000.0,51421000000.0,,4581000000.0,,,35280000000.0,4929000000.0,1327000000.0,,3941000000.0,16674000000.0,3274000000.0,,5820000000.0,36845000000.0,19233000000.0,,895000000.0,,7664000000.0,,15225000000.0,3037000000.0,12188000000.0,,652000000.0,44267000000.0,44285000000.0,,,5851000000.0,623000000.0,,5655000000.0,5655000000.0,,,,,,,,,,,,,,,,,
CSCO,large_cap,2010-10-30,2010,,,10750000000.0,3995000000.0,,6755000000.0,,,4404000000.0,2351000000.0,166000000.0,,74000000.0,,495000000.0,1930000000.0,,0.34,0.34,5595000000.0,5675000000.0,,,113000000.0,407000000.0,80015000000.0,50406000000.0,,3796000000.0,,,35129000000.0,4471000000.0,1523000000.0,,3984000000.0,16742000000.0,3176000000.0,,5707000000.0,35320000000.0,18120000000.0,,945000000.0,,7420000000.0,,15278000000.0,3064000000.0,12214000000.0,,730000000.0,44675000000.0,44695000000.0,,,6034000000.0,950000000.0,,5577000000.0,5577000000.0,1667000000.0,,-167000000.0,,-2285000000.0,,326000000.0,69000000.0,9569000000.0,,2701000000.0,,,,-16000000.0,-785000000.0,
CSCO,large_cap,2011-01-29,2011,21157000000.0,,21157000000.0,8141000000.0,8141000000.0,13016000000.0,,,8981000000.0,4035000000.0,327000000.0,,120000000.0,,704000000.0,3451000000.0,,0.62,0.61,5563000000.0,5630000000.0,,,316000000.0,837000000.0,81981000000.0,52066000000.0,,4924000000.0,,,35305000000.0,4620000000.0,1602000000.0,,4031000000.0,16746000000.0,2799000000.0,,6339000000.0,36295000000.0,18505000000.0,,796000000.0,,7878000000.0,,,3089000000.0,12152000000.0,,741000000.0,45641000000.0,45686000000.0,,,6363000000.0,976000000.0,,5533000000.0,5533000000.0,4276000000.0,,-649000000.0,,-3284000000.0,,652000000.0,94000000.0,17632000000.0,,4550000000.0,,,,23000000.0,343000000.0,
CSCO,large_cap,2011-02-22,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000000000.0,,,
CSCO,large_cap,2011-04-30,2011,32023000000.0,,32023000000.0,12348000000.0,12348000000.0,19675000000.0,,,13457000000.0,6218000000.0,480000000.0,,140000000.0,,1100000000.0,5258000000.0,,0.95,0.94,5545000000.0,5596000000.0,,,419000000.0,1237000000.0,85350000000.0,55204000000.0,,6635000000.0,,,36732000000.0,4413000000.0,1442000000.0,,4023000000.0,16880000000.0,2702000000.0,,6541000000.0,38144000000.0,16110000000.0,,799000000.0,,7771000000.0,,16168000000.0,,16168000000.0,,772000000.0,47163000000.0,47206000000.0,,,7217000000.0,1307000000.0,,5501000000.0,5501000000.0,7255000000.0,,-2461000000.0,,-2740000000.0,,930000000.0,266000000.0,30303000000.0,,5564000000.0,329000000.0,4109000000.0,3000000000.0,392000000.0,2054000000.0,
