ticker,cap_group,end_date,year,Revenues,RevenueFromContractWithCustomerExcludingAssessedTax,SalesRevenueNet,CostOfRevenue,CostOfGoodsAndServicesSold,GrossProfit,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,OperatingExpenses,OperatingIncomeLoss,InterestExpense,InterestAndDebtExpense,NonoperatingIncomeExpense,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,NetIncomeLoss,NetIncomeLossAvailableToCommonStockholdersBasic,EarningsPerShareBasic,EarningsPerShareDiluted,WeightedAverageNumberOfSharesOutstandingBasic,WeightedAverageNumberOfDilutedSharesOutstanding,DepreciationAndAmortization,DepreciationDepletionAndAmortization,AmortizationOfIntangibleAssets,ShareBasedCompensation,Assets,AssetsCurrent,AssetsNoncurrent,CashAndCashEquivalentsAtCarryingValue,CashCashEquivalentsAndShortTermInvestments,ShortTermInvestments,AvailableForSaleSecuritiesCurrent,AccountsReceivableNetCurrent,InventoryNet,PrepaidExpenseAndOtherAssetsCurrent,PropertyPlantAndEquipmentNet,Goodwill,IntangibleAssetsNetExcludingGoodwill,LongTermInvestments,OtherAssetsNoncurrent,Liabilities,LiabilitiesCurrent,LiabilitiesNoncurrent,AccountsPayableCurrent,AccruedLiabilitiesCurrent,DeferredRevenueCurrent,ShortTermBorrowings,LongTermDebt,LongTermDebtCurrent,LongTermDebtNoncurrent,DeferredTaxLiabilitiesNoncurrent,OtherLiabilitiesNoncurrent,StockholdersEquity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,CommonStocksIncludingAdditionalPaidInCapital,AdditionalPaidInCapital,RetainedEarningsAccumulatedDeficit,AccumulatedOtherComprehensiveIncomeLossNetOfTax,TreasuryStockValue,CommonStockSharesOutstanding,CommonStockSharesIssued,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,PaymentsToAcquirePropertyPlantAndEquipment,PaymentsToAcquireBusinessesNetOfCashAcquired,PaymentsToAcquireInvestments,ProceedsFromSaleAndMaturityOfMarketableSecurities,PaymentsForRepurchaseOfCommonStock,PaymentsOfDividends,ProceedsFromIssuanceOfLongTermDebt,RepaymentsOfLongTermDebt,ProceedsFromRepaymentsOfShortTermDebt,CashAndCashEquivalentsPeriodIncreaseDecrease,EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents
NVDA,large_cap,2010-10-31,2010,843912000.0,,,451850000.0,,392062000.0,633267000.0,273495000.0,906762000.0,75969000.0,,,,,3768000.0,84862000.0,,0.15,0.15,572420000.0,584500000.0,140596000.0,,,74985000.0,3915579000.0,2807702000.0,,451174000.0,,,,399502000.0,377812000.0,,585672000.0,369844000.0,112642000.0,,,,816489000.0,,324770000.0,491719000.0,27336000.0,,,,,47245000.0,177851000.0,2897880000.0,,,2386257000.0,1977677000.0,12667000.0,1479392000.0,,,241124000.0,,-340427000.0,,103256000.0,,,0.0,,931099000.0,,,,,,3953000.0,
NVDA,large_cap,2011-01-30,2011,886376000.0,,,460017000.0,,426359000.0,,,,,,,,,,171651000.0,,0.29,0.29,,,,,,,4495246000.0,3226950000.0,,665361000.0,,,,348770000.0,345525000.0,32636000.0,568857000.0,369844000.0,288745000.0,,,,942682000.0,,286138000.0,656544000.0,245596000.0,,,,,46129000.0,347713000.0,3181462000.0,,,2500577000.0,2149328000.0,10272000.0,1479392000.0,,,,,,,,,,,,,,,,,,,
NVDA,large_cap,2011-05-01,2011,962039000.0,,,477536000.0,,484503000.0,231524000.0,98117000.0,329641000.0,154862000.0,,,,,21266000.0,135219000.0,,0.23,0.22,594802000.0,613474000.0,47764000.0,,,31739000.0,4736744000.0,3496763000.0,,683633000.0,,,,343202000.0,380964000.0,,553366000.0,369844000.0,278761000.0,,,,981166000.0,,346295000.0,634871000.0,281790000.0,,,,,54544000.0,284813000.0,3447808000.0,,,2638531000.0,2284547000.0,11121000.0,1487079000.0,,,172200000.0,,-252506000.0,,98578000.0,,31195000.0,,,206946000.0,,,,,,18272000.0,
NVDA,large_cap,2011-07-31,2011,1016517000.0,,,491233000.0,,525284000.0,479245000.0,201650000.0,680895000.0,328892000.0,,,,,47240000.0,151573000.0,,0.25,0.25,598077000.0,615552000.0,99923000.0,,,67689000.0,4864424000.0,3317557000.0,,532614000.0,,,,419944000.0,361911000.0,,550896000.0,593513000.0,358136000.0,,,,960299000.0,,297813000.0,662486000.0,277594000.0,,,,,29029000.0,192163000.0,3689469000.0,,,2725317000.0,2436120000.0,14434000.0,1487093000.0,,,254221000.0,,-525724000.0,,138756000.0,,54518000.0,348884000.0,,591242000.0,,,,,,-132747000.0,
NVDA,large_cap,2011-10-30,2011,1066180000.0,,,509463000.0,,556717000.0,735743000.0,304779000.0,1040522000.0,525982000.0,,,,,73754000.0,178273000.0,,0.29,0.29,600563000.0,614688000.0,152310000.0,,,100918000.0,5089043000.0,3500071000.0,,566816000.0,,,,371261000.0,319602000.0,34573000.0,551757000.0,648053000.0,342839000.0,,,,886684000.0,,307943000.0,578741000.0,236605000.0,,,,,77729000.0,206960000.0,3973450000.0,,,2846266000.0,2614393000.0,8997000.0,1496904000.0,,,498638000.0,,-814869000.0,,217686000.0,,93553000.0,348884000.0,,953808000.0,,,,,,-98545000.0,
NVDA,large_cap,2012-01-29,2012,953194000.0,,,463181000.0,,490013000.0,,,,,,,,,,116025000.0,,0.19,0.19,,,,,,,5552928000.0,3905358000.0,,667876000.0,,,,336143000.0,340297000.0,49411000.0,560072000.0,641030000.0,326136000.0,,,,929958000.0,,335072000.0,594886000.0,270649000.0,,,,,133288000.0,455807000.0,4145724000.0,,,2900896000.0,2730418000.0,10614000.0,1496904000.0,,,,,,,,,,,,,,,,,,,
NVDA,large_cap,2012-04-29,2012,924877000.0,,,461513000.0,,463364000.0,283902000.0,106636000.0,390538000.0,72826000.0,,,,,16658000.0,60437000.0,,0.1,0.1,615780000.0,623786000.0,54491000.0,,16600000.0,35569000.0,5708167000.0,4032116000.0,,369135000.0,,,,411155000.0,342707000.0,97511000.0,553541000.0,641030000.0,363395000.0,,,,947404000.0,,395578000.0,551826000.0,272367000.0,,,,,133004000.0,452505000.0,4287428000.0,,,2994507000.0,2790855000.0,10447000.0,1509088000.0,,,-9208000.0,,-335054000.0,,45521000.0,,28923000.0,0.0,,507875000.0,0.0,0.0,,,,-298741000.0,
NVDA,large_cap,2012-07-29,2012,1044270000.0,,,503551000.0,,540719000.0,565095000.0,226539000.0,791634000.0,212449000.0,,,,,42820000.0,119046000.0,,0.19,0.19,617388000.0,623397000.0,110686000.0,,33800000.0,67824000.0,5891881000.0,4213851000.0,,499618000.0,,,,445312000.0,387185000.0,53323000.0,574056000.0,641030000.0,346938000.0,,,,1021960000.0,,417250000.0,604710000.0,273182000.0,,,,,143165000.0,396019000.0,4453665000.0,,,3040979000.0,2909901000.0,11159000.0,1509087000.0,,,191678000.0,,-419757000.0,,59821000.0,,90867000.0,0.0,,442477000.0,0.0,0.0,,,,-168258000.0,
NVDA,large_cap,2012-10-28,2012,1204110000.0,,,567452000.0,,636658000.0,849275000.0,326800000.0,1176075000.0,464666000.0,,,,,87368000.0,209080000.0,,0.34,0.33,619043000.0,625973000.0,167834000.0,,51100000.0,100893000.0,6075144000.0,4424827000.0,,525388000.0,,,,444944000.0,428983000.0,66197000.0,566540000.0,641030000.0,331248000.0,,,,991359000.0,,390265000.0,601094000.0,269003000.0,,,,,172058000.0,341312000.0,4722846000.0,,,3114995000.0,3118981000.0,10860000.0,1522709000.0,,,373163000.0,,-602556000.0,,86905000.0,,135551000.0,0.0,,626434000.0,0.0,0.0,,,,-142488000.0,
NVDA,large_cap,2013-01-27,2013,1106902000.0,,,521300000.0,,585602000.0,,,,,,,,,,173973000.0,,0.28,0.28,,,,,,,6412245000.0,4775258000.0,,732786000.0,,,,454252000.0,412467000.0,76920000.0,576144000.0,641030000.0,312332000.0,,,,976223000.0,,356428000.0,619795000.0,273605000.0,,,,,192950000.0,589321000.0,4827703000.0,,,3193623000.0,3246088000.0,9981000.0,1622709000.0,,,,,,,,,,,,,,,,,,,
NVDA,large_cap,2013-04-28,2013,954739000.0,,,436171000.0,,518568000.0,327161000.0,108626000.0,435787000.0,82781000.0,853000.0,,,,10171000.0,77891000.0,,0.13,0.13,616872000.0,619302000.0,59744000.0,,17400000.0,33397000.0,6279527000.0,4606616000.0,,561423000.0,,,,346998000.0,377597000.0,62334000.0,588023000.0,641030000.0,336733000.0,,,,925577000.0,,328259000.0,597318000.0,269569000.0,,,,,192487000.0,510681000.0,4824936000.0,,,3273230000.0,3277713000.0,10293000.0,1737025000.0,,,175650000.0,,-230786000.0,,-116227000.0,,65667000.0,0.0,,179082000.0,100000000.0,46267000.0,,,,-171363000.0,
NVDA,large_cap,2013-07-28,2013,977238000.0,,,431700000.0,,545538000.0,658899000.0,216892000.0,875791000.0,188315000.0,1689000.0,,,,25543000.0,96448000.0,,0.16,0.16,601109000.0,606051000.0,121584000.0,,36000000.0,65792000.0,5569592000.0,3922608000.0,,591321000.0,,,,418123000.0,378280000.0,81876000.0,578948000.0,641030000.0,322520000.0,,,,935791000.0,,310271000.0,625520000.0,267252000.0,,,,,197039000.0,443943000.0,4172173000.0,,,3104501000.0,3330815000.0,5897000.0,2269766000.0,,,272119000.0,,481032000.0,,-894616000.0,,150653000.0,,,320838000.0,850000000.0,89610000.0,,,,-141465000.0,
